repertoire,locus,unique_v3j,unique_vdj,reads
Briney_2019_Subject_326780_IgG_Subject-326780_Replicate-2_Isotype-IgG,IGH,122012,286254,286709
Briney_2019_Subject_D103_IgG_Subject-D103_Replicate-17_Isotype-IgG,IGH,7207,25774,25787
Briney_2019_Subject_D103_IgM_Subject-D103_Replicate-2_Isotype-IgM,IGH,80426,355045,355214
Zhou_2015_IGHE_DONORRU01-HeavyChain_iglblastn_igblastn_IGHE,IGH,13,15,15
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHD_Heavy_Healthy-celiac-disease_S65_Naive-B-Cells_igblastn_IGHD,IGH,12485,97236,136124
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S76_Naive-B-Cells_igblastn_Bulk,IGL,13541,127367,147748
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHD_Heavy_Healthy-celiac-disease_S92_Naive-B-Cells_igblastn_IGHD,IGH,2215,19748,28716
Ellebedy_2016_Day-28_peripheral-blood-mononuclear-cell_Bulk_peripheral-blood-mononuclear-cell_Day-28_Donor-155_igblastn_Bulk,IGH,66,73,73
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S25_Naive-B-Cells_igblastn_IGHM,IGK,1,2,2
Briney_2019_Subject_326713_IgE_Subject-326713_Replicate-12_Isotype-IgE,IGH,687,743,743
Levin_2015_SIT_timepoint-0_tissue-PBMC_IGHD_SIT_tissue-PBMC_subject-2_timepoint-0_Age-30_SRR5755036_iglblastn_iglblastn_IGHD,IGH,1718,1831,1986
Briney_2019_Subject_326780_IgA_Subject-326780_Replicate-5_Isotype-IgA,IGH,200,214,214
Briney_2019_Subject_326651_IgM_Subject-326651_Replicate-9_Isotype-IgM,IGH,1457975,3196351,3198229
Briney_2019_Subject_326907_IgE_Subject-326907_Replicate-7_Isotype-IgE,IGK,29,30,30
Gupta_2017_Heavy_Fv_volunteer_IGHD_FV_after_1d_SRX2251682_iglblastn_igblastn_IGHD,IGH,2706,4360,4658
Sheng_2017_Heavy_LP08248-IGHM-29_igblastn,IGH,95337,177409,195561
Ohm-Laursen_2018_Heavy_Asthma_IGHA_Heavy_Asthma_Biopsy_13_igblastn_IGHA,IGH,5600,122172,129442
Briney_2019_Subject_326907_IgM_Subject-326907_Replicate-8_Isotype-IgM,IGH,221408,854735,855791
Thornqvist_2018_Donor-3_Bone-Marrow_IGHD_Donor_3_bone_marrow_sample_2_igblastn_IGHD,IGH,12,12,12
Briney_2019_Subject_326651_IgG_Subject-326651_Replicate-10_Isotype-IgG,IGL,1,1,1
Waltari_2018_Heavy_Healthy_cord-blood-cells_IGHG_Heavy_Healthy_cord-blood-cells_CB3_igblastn_IGHG,IGK,1,1,1
Wu_2014_Healthy_control_Bulk_Control_307_Non-allergic-healthy-control_age-54_iglblastn_Bulk,IGH,962,1112,1135
Eliyahu_2018_Heavy_HCV_IGD_IGHD_HCV_CI11_IGD_igblastn_IGHD,IGH,5080,5390,12807
Briney_2019_Subject_316188_unknown_Subject-316188_Replicate-15_Isotype-unknown,IGH,42,48,48
Tipton_2015_TET_IGHM_TET_subject_4_iglblastn_IGHM,IGH,47136,259382,279551
Waltari_2018_Light_Healthy_cord-blood-cells_Bulk_Heavy_Healthy_cord-blood-cells_CB2_igblastn_Bulk,IGH,11982,13257,13715
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S70_Naive-B-Cells_igblastn_Bulk,IGL,10264,79746,99570
Briney_2019_Subject_326713_IgG_Subject-326713_Replicate-15_Isotype-IgG,IGH,293619,690597,690649
Gupta_2017_Heavy_GMC_volunteer_IGHM_GMC_before_8d_SRX2251677_iglblastn_igblastn_IGHM,IGL,110,118,118
Ellebedy_2016_Day-90_peripheral-blood-mononuclear-cell_IGHM_peripheral-blood-mononuclear-cell_Day-90_Donor-5_igblastn_IGHM,IGH,240053,567080,583110
Jiang_2013_FLU_IGHA_SRR747761_iglblastn_igblastn_IGHA,IGH,17312,76773,82193
Ellebedy_2016_Day-28_peripheral-blood-mononuclear-cell_IGHA_peripheral-blood-mononuclear-cell_Day-28_Donor-4_igblastn_IGHA,IGH,5205,26342,26676
Gupta_2017_Heavy_IB_volunteer_Bulk_IB_after_2w_SRX2251658_iglblastn_igblastn_Bulk,IGK,111697,360186,606462
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S45_Naive-B-Cells_igblastn_Bulk,IGL,7171,59387,79964
Davis_2019_Heavy_EVD5_IGHM_Heavy_EVD5_EBOLA_1month_PBMC_igblastn_IGHM,IGH,35526,305428,336861
Wu_2015_Heavy_Visit_G_IGHE_H-chain_G-visit_2008-year_08-month_19-day_iglblastn_iglblastn_IGHE,IGH,243,257,257
Gupta_2017_Heavy_Fv_volunteer_IGHM_FV_after_2w_SRX2251685_iglblastn_igblastn_IGHM,IGK,68,72,78
Eliyahu_2018_Heavy_HCV_IGM_IGHM_HCV_C6T_IGM_igblastn_IGHM,IGH,11,12,12
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S83_Naive-B-Cells_igblastn_Bulk,IGH,469,606,644
Thornqvist_2018_Donor-1_Bone-Marrow_IGHE_Donor_1_bone_marrow_sample_2_igblastn_IGHE,IGH,12537,240286,363741
Eliyahu_2018_Heavy_HCV_IGA_Bulk_HCV_SC12_IGA_igblastn_Bulk,IGH,11,12,56
Tipton_2015_FLU_Bulk_FLU_subject_1_iglblastn_Bulk,IGH,112,168,168
Liao_2013_Light_CH505-IGL-wk014_iglblastn_igblastn,IGL,22295,134274,226885
Vander_Heiden_2017_Heavy_MK05_IGHD_MK05_Naive_Bcells_age38_Musk_disease-8_stageI_iglblastn_igblastn_IGHD,IGK,64,81,81
Briney_2019_Subject_326780_IgM_Subject-326780_Replicate-13_Isotype-IgM,IGH,1059018,3330413,3334905
Vander_Heiden_2017_Heavy_HD07_IGHM_HD07_Memory_Bcells_age33_healthy_iglblastn_igblastn_IGHM,IGK,39,60,98
Vander_Heiden_2017_Heavy_HD10_IGHA_HD10_Naive_Bcells_age31_healthy_iglblastn_igblastn_IGHA,IGL,105,195,256
Briney_2019_Subject_327059_IgD_Subject-327059_Replicate-15_Isotype-IgD,IGH,120,144,144
Waltari_2018_Light_Healthy_cord-blood-cells_Bulk_Heavy_Healthy_cord-blood-cells_CB4_igblastn_Bulk,IGL,13997,499710,747124
Waltari_2018_Heavy_Healthy_PBMCs_IGHA_Heavy_Healthy_PBMCs_BD1_igblastn_IGHA,IGL,22,23,23
Eliyahu_2018_Heavy_HCV_IGA_Bulk_HCV_C10_IGA_igblastn_Bulk,IGH,105,208,548
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S3_Naive-B-Cells_igblastn_Bulk,IGL,6629,79826,96547
Gupta_2017_Heavy_IB_volunteer_IGHG_IB_before_1h_SRX2251662_iglblastn_igblastn_IGHG,IGL,545,1417,1878
Levin_2015_SIT_timepoint-56_tissue-PBMC_IGHE_SIT_tissue-PBMC_subject-2_timepoint-56_Age-30_SRR5755015_iglblastn_iglblastn_IGHE,IGH,1110,2812,4715
Gupta_2017_Heavy_GMC_volunteer_IGHM_GMC_after_3w_SRX2251671_iglblastn_igblastn_IGHM,IGH,26283,57637,69317
Sheng_2017_Light_LP23810-Light-12_igblastn,IGH,3,3,3
Gupta_2017_Heavy_IB_volunteer_IGHA_IB_after_1w_SRX2251659_iglblastn_igblastn_IGHA,IGK,135,177,194
Eliyahu_2018_Heavy_HCV_IGG_Bulk_HCV_SC12_IGG_igblastn_Bulk,IGH,147,242,604
Gupta_2017_Heavy_GMC_volunteer_IGHM_GMC_after_1h_SRX2251675_iglblastn_igblastn_IGHM,IGL,121,130,130
Gupta_2017_Light_Fv_volunteer_FV_after_3d_SRX2251678_iglblastn,IGH,49883,243293,293634
Ellebedy_2016_Day-14_HA-positive-activated-B-cell_Bulk_HA-positive-activated-B-cell_Day-14_Donor-157_igblastn_Bulk,IGH,38,74,74
Waltari_2018_Heavy_Healthy_PBMCs_IGHA_Heavy_Healthy_PBMCs_BD2_igblastn_IGHA,IGL,2,2,2
Levin_2015_SIT_timepoint-0_tissue-Biopsy_IGHG_SIT_tissue-Biopsy_subject-5_timepoint-0_Age-23_SRR5754964_iglblastn_iglblastn_IGHG,IGH,380,626,816
Briney_2019_Subject_326907_IgD_Subject-326907_Replicate-12_Isotype-IgD,IGK,1,1,1
Vander_Heiden_2017_Heavy_HD10_IGHG_HD10_Memory_Bcells_age31_healthy_iglblastn_igblastn_IGHG,IGK,42,52,63
Levin_2015_NoSIT_timepoint-365_tissue-PBMC_IGHG_NoSIT_tissue-PBMC_subject-12_timepoint-365_Age-24_SRR5755005_iglblastn_iglblastn_IGHG,IGH,558,601,644
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S6_Naive-B-Cells_igblastn_IGHG,IGL,2,3,3
Pei_2017_epsilon_Spleen_IGHE_epsilon_Spleen_Pro-B-Cells_5_igblastn_IGHE,IGH,641,1643,1934
Davis_2019_Heavy_EVD2_IGHE_Heavy_EVD2_EBOLA_6month_PBMC_igblastn_IGHE,IGH,897,35827,93431
Waltari_2018_Heavy_Healthy_PBMCs_IGHM_Heavy_Healthy_PBMCs_BD6h_igblastn_IGHM,IGH,65301,294940,302875
Corcoran_2016_kappa_rhesus_rhesus_kappa_F130_igblastn,IGH,84,129,130
Briney_2019_Subject_326780_unknown_Subject-326780_Replicate-15_Isotype-unknown,IGH,49,56,56
Corcoran_2016_heavy_rhesus_rhesus_heavy_5200_igblastn,IGK,7,9,9
Wu_2015_Light_Visit_I_L-chain_I-visit_2009-year_12-month_31-day_iglblastn,IGL,1,2,2
Levin_2015_SIT_timepoint-56_tissue-PBMC_Bulk_SIT_tissue-PBMC_subject-8_timepoint-56_Age-24_SRR5755088_iglblastn_iglblastn_Bulk,IGH,5760,6543,7567
Gupta_2017_Heavy_GMC_volunteer_IGHD_GMC_after_3d_SRX2251670_iglblastn_igblastn_IGHD,IGL,335,485,562
Palanichamy_2014_Source-PBMC_Subject-14711_IGHG_Subject-14711_Source-PBMC_Age-20_iglblastn_igblastn_IGHG,IGH,5551,44088,53024
Zhu_2013_Light_Donor_C38_Run5_iglblastn,IGK,37807,100867,122499
Briney_2019_Subject_316188_IgA_Subject-316188_Replicate-18_Isotype-IgA,IGH,50,62,62
Briney_2019_Subject_326737_IgG_Subject-326737_Replicate-16_Isotype-IgG,IGH,22819,62087,62146
Levin_2017_Bone_marrow_Donor6_Bulk_Donor6_BM_1_iglblastn_Bulk,IGH,152,308,309
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S61_Naive-B-Cells_igblastn_Bulk,IGH,239,306,334
Doria-Rose_2015_Light_Week119_CAP256-Week119-Light_iglblastn,IGL,32282,81626,96111
Ohm-Laursen_2018_Heavy_Asthma_IGHG_Heavy_Asthma_PBMC_igblastn_IGHG,IGH,41419,568545,576907
Briney_2019_Subject_D103_unknown_Subject-D103_Replicate-3_Isotype-unknown,IGH,29,33,33
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S18_Naive-B-Cells_igblastn_IGHM,IGH,24015,128123,171971
Vander_Heiden_2017_Heavy_AR04_IGHA_AR04_Memory_Bcells_age13_ACh_disease-1year_stageI_iglblastn_igblastn_IGHA,IGL,145,428,520
Vander_Heiden_2017_Heavy_MK08_IGHE_MK08_Naive_Bcells_age33_Musk_disease-8_stageIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_IGHE,IGH,33,34,34
Eliyahu_2018_Heavy_HCV_IGD_IGHD_HCV_C6_IGD_igblastn_IGHD,IGH,5986,6108,12533
Ohm-Laursen_2018_Heavy_Asthma_IGHM_Heavy_Asthma_Biopsy_6_igblastn_IGHM,IGH,279,7159,7647
Briney_2019_Subject_326907_IgG_Subject-326907_Replicate-3_Isotype-IgG,IGK,2,3,3
Levin_2015_NoSIT_timepoint-365_tissue-PBMC_IGHM_NoSIT_tissue-PBMC_subject-14_timepoint-365_Age-22_SRR5755011_iglblastn_iglblastn_IGHM,IGH,800,834,887
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S51_Naive-B-Cells_igblastn_Bulk,IGH,395,444,460
Levin_2015_SIT_timepoint-365_tissue-PBMC_IGHG_SIT_tissue-PBMC_subject-8_timepoint-365_Age-24_SRR5754992_iglblastn_iglblastn_IGHG,IGH,567,674,753
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S41_Naive-B-Cells_igblastn_IGHM,IGH,24628,124932,165787
Levin_2017_Bone_marrow_Donor6_IGHM_Donor6_BM_2_iglblastn_IGHM,IGK,1,1,1
Schanz_2014_L_chain_HD1_prep1_HD1_prep1_nucleotide_renamed_igblastn_Bulk,IGK,209,230,230
Galson_2016_Visit-4_Subject-2125_Total-B-cells_Subject-2125_Visit-4_age-25_Total-B-cells_iglblastn,IGH,49546,171064,212125
Levin_2015_SIT_timepoint-56_tissue-PBMC_IGHA_SIT_tissue-PBMC_subject-2_timepoint-56_Age-30_SRR5755023_iglblastn_iglblastn_IGHA,IGH,1157,1640,1913
Mroczek_2014_IGHG_Plasmacytes_iglblastn_igblastn_IGHG,IGH,941,2636,2765
Galson_2016_Visit-6_Subject-2335_HBsAg+-B-cells_Subject-2335_Visit-6_age-28_HBsAg+-B-cells_iglblastn,IGH,17205,144362,251508
Briney_2019_Subject_327059_IgE_Subject-327059_Replicate-2_Isotype-IgE,IGH,1014,1150,1152
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S74_Naive-B-Cells_igblastn_IGHG,IGK,1,1,1
Levin_2015_NoSIT_timepoint-0_tissue-PBMC_IGHM_NoSIT_tissue-PBMC_subject-9_timepoint-0_Age-25_SRR5754968_iglblastn_iglblastn_IGHM,IGH,1057,1124,1224
Ellebedy_2016_Day-28_HA-negative-memory-B-cells_IGHA_HA-negative-memory-B-cells_Day-28_Donor-8_igblastn_IGHA,IGH,1625,12339,12526
Parameswaran_2014_Conv_Bulk_289_Conv_iglblastn_Bulk,IGH,4657,5382,5524
Ohm-Laursen_2018_Heavy_Asthma_IGHG_Heavy_Asthma_Biopsy_1_igblastn_IGHG,IGH,16829,703411,738221
Vander_Heiden_2017_Heavy_AR02_IGHE_AR02_Memory_Bcells_age61_ACh_disease-1year_stageIIIa_iglblastn_igblastn_IGHE,IGK,53,86,137
Rubelt_2016_TWINs_4_TW04A_Bulk_TW04A_B_memory_iglblastn_Bulk,IGH,170,268,270
Levin_2015_SIT_timepoint-0_tissue-Biopsy_IGHD_SIT_tissue-Biopsy_subject-8_timepoint-0_Age-24_SRR5754967_iglblastn_iglblastn_IGHD,IGH,325,787,1655
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S43_Naive-B-Cells_igblastn_Bulk,IGL,8616,67850,90998
Levin_2017_Bone_marrow_Donor5_IGHM_Donor5_BM_1_iglblastn_IGHM,IGL,1,1,1
Eliyahu_2018_Heavy_HCV_IGA_Bulk_HCV_SC8_IGA_igblastn_Bulk,IGH,141,222,834
Thornqvist_2018_Donor-6_Bone-Marrow_Bulk_Donor_6_bone_marrow_sample_2_igblastn_Bulk,IGL,10,14,14
Briney_2019_Subject_326650_unknown_Subject-326650_Replicate-15_Isotype-unknown,IGL,1,3,3
Briney_2019_Subject_326651_IgE_Subject-326651_Replicate-8_Isotype-IgE,IGH,1532,1633,1633
Vander_Heiden_2017_Light_MK04_MK04_Memory_Bcells_age54_Musk_disease-19_stageIIb_iglblastn,IGK,17080,56292,113355
Eliyahu_2018_Heavy_HCV_IGM_IGHM_HCV_C4_IGM_igblastn_IGHM,IGH,31114,56044,159672
Briney_2019_Subject_326650_unknown_Subject-326650_Replicate-10_Isotype-unknown,IGH,72,74,74
Wu_2015_Heavy_Visit_0_IGHE_H-2-chain_0-visit_1995-year_03-month_20-day_iglblastn_iglblastn_IGHE,IGH,47,48,48
Vander_Heiden_2017_Heavy_MK04_Bulk_MK04_Naive_Bcells_age54_Musk_disease-19_stageIIb_iglblastn_igblastn_Bulk,IGK,77563,229077,360450
Briney_2019_Subject_326907_IgE_Subject-326907_Replicate-6_Isotype-IgE,IGK,3,3,3
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHD_Heavy_Healthy-celiac-disease_S70_Naive-B-Cells_igblastn_IGHD,IGH,14863,36411,41596
Briney_2019_Subject_326780_IgG_Subject-326780_Replicate-3_Isotype-IgG,IGH,2833,8714,8721
Tipton_2015_SLE_IGHG_SLE_subject_1_iglblastn_IGHG,IGH,38075,85206,85822
Ellebedy_2016_Day-90_memory-B-cell_IGHG_memory-B-cell_Day-90_Donor-8_igblastn_IGHG,IGH,72879,378229,407567
Ohm-Laursen_2018_Heavy_Healthy_IGHG_Heavy_Healthy_PBMC_igblastn_IGHG,IGH,50534,422531,423641
Eliyahu_2018_Heavy_HCV_IGA_IGHA_HCV_CI11_IGA_igblastn_IGHA,IGH,6829,23925,77458
Gupta_2017_Heavy_GMC_volunteer_IGHD_GMC_after_1w_SRX2251672_iglblastn_igblastn_IGHD,IGH,3157,7684,10528
Schanz_2014_H_chain_159_wk94_Bulk_Schanz_159_wk94_nucleotide_renamed_igblastn_Bulk,IGL,18915,171316,171345
Bashford_2013_CLL_subject-9_Bulk_CLL_subject-9_Age-77_repeat-3_iglblastn_Bulk,IGH,287,1528,6414
Halliley_2015_HuBM_IGHA_SRR2124224_iglblastn_igblastn_IGHA,IGH,50570,169895,183490
Bonsignori_2016_Hiv_infected_week-323_Bulk_HIV_infected_week-323_week_repeat-2_PBMC_iglblastn_igblastn_Bulk,IGH,5809,8426,12814
Rubelt_2016_TWINs_3_TW03B_IGHG_TW03B_B_naive_iglblastn_IGHG,IGH,594,929,929
Vander_Heiden_2017_Heavy_AR02_IGHE_AR02_Naive_Bcells_age61_ACh_disease-1year_stageIIIa_iglblastn_igblastn_IGHE,IGK,35,63,63
Davis_2019_Heavy_EVD15_IGHD_Heavy_EVD15_EBOLA_3month_PBMC_igblastn_IGHD,IGH,102333,164964,165142
Vander_Heiden_2017_Light_AR03_AR03_Memory_Bcells_age18_ACh_disease-2years_stageI_iglblastn,IGL,16297,109306,171433
Gupta_2017_Heavy_Fv_volunteer_Bulk_FV_before_1h_SRX2251681_iglblastn_igblastn_Bulk,IGL,56038,321125,352599
Jiang_2013_FLU_IGHA_SRR747256_iglblastn_igblastn_IGHA,IGH,3628,5237,5508
Palanichamy_2014_Source-CSF_Subject-43213_IGHM_Subject-43213_Source-CSF_Age-34_iglblastn_igblastn_IGHM,IGH,258,2546,3354
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S95_Naive-B-Cells_igblastn_IGHG,IGH,9,117,173
Doria-Rose_2015_Heavy_Week176_Bulk_CAP256-Week176-Heavy_iglblastn_Bulk,IGL,7,7,7
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S1_Naive-B-Cells_igblastn_IGHG,IGH,18,41,48
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S11_Naive-B-Cells_igblastn_Bulk,IGH,468,604,676
Levin_2017_Bone_marrow_Donor5_IGHM_Donor5_BM_1_iglblastn_IGHM,IGH,88355,339808,345052
Liao_2013_Heavy_IGHG_CH505-IGH-wk053_iglblastn_igblastn_IGHG,IGH,66006,137880,168092
Parameswaran_2014_nonDengue_Bulk_330_nonDengue_iglblastn_Bulk,IGH,1472,1782,1843
Parameswaran_2014_PConv_Bulk_500_PConv_iglblastn_Bulk,IGH,3655,4492,4631
Gupta_2017_Heavy_IB_volunteer_Bulk_IB_before_1h_SRX2251662_iglblastn_igblastn_Bulk,IGK,108840,361744,543725
Vander_Heiden_2017_Heavy_MK04_IGHA_MK04_Naive_Bcells_age54_Musk_disease-19_stageIIb_iglblastn_igblastn_IGHA,IGL,86,101,104
Sheng_2017_Light_LP23810-Light-17_igblastn,IGL,38,49,51
Ellebedy_2016_Day-14_peripheral-blood-mononuclear-cell_IGHA_peripheral-blood-mononuclear-cell_Day-14_Donor-4_igblastn_IGHA,IGH,22251,79583,86433
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S65_Naive-B-Cells_igblastn_IGHG,IGH,1,22,37
Briney_2019_Subject_326737_IgE_Subject-326737_Replicate-16_Isotype-IgE,IGH,100,117,117
Briney_2019_Subject_326780_IgD_Subject-326780_Replicate-8_Isotype-IgD,IGK,1,1,1
Briney_2019_Subject_326737_IgD_Subject-326737_Replicate-6_Isotype-IgD,IGH,31,33,33
Briney_2019_Subject_326907_unknown_Subject-326907_Replicate-11_Isotype-unknown,IGH,113,131,131
Galson_2016_Visit-5_Subject-2277_Total-B-cells_Subject-2277_Visit-5_age-22_Total-B-cells_iglblastn,IGH,60835,194514,239720
Galson_2016_Visit-4_Subject-2125_HBsAg+-B-cells_Subject-2125_Visit-4_age-25_HBsAg+-B-cells_iglblastn,IGH,21056,157663,248384
Gupta_2017_Heavy_IB_volunteer_IGHD_IB_after_1h_SRX2251660_iglblastn_igblastn_IGHD,IGL,449,699,823
Briney_2019_Subject_316188_IgE_Subject-316188_Replicate-14_Isotype-IgE,IGH,141,159,159
Waltari_2018_Light_HIV_PBMCs_Bulk_Heavy_HIV_PBMCs_MT1214_igblastn_Bulk,IGL,128460,2676261,3557434
Galson_2015_Visit-1_Subject-1017_IgM_Subject-1017_Visit-1_treatment-MenACWY-polysaccharide_Naive-B-cells_IgM_iglblastn,IGH,46726,94580,124163
Briney_2019_Subject_326650_IgG_Subject-326650_Replicate-3_Isotype-IgG,IGH,40070,76597,76698
Eliyahu_2018_Heavy_HCV_IGA_IGHA_HCV_CI20_IGA_igblastn_IGHA,IGH,3127,15616,71568
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S95_Naive-B-Cells_igblastn_IGHA,IGH,210,4363,6590
Parameswaran_2014_Conv_Bulk_481_Conv_iglblastn_Bulk,IGH,3255,3737,3854
Ellebedy_2016_Day-7_peripheral-blood-mononuclear-cell_IGHA_peripheral-blood-mononuclear-cell_Day-7_Donor-5_igblastn_IGHA,IGH,9341,23464,23538
Wu_2015_Heavy_Visit_A_Bulk_H-1-chain_A-visit_2001-year_07-month_30-day_iglblastn_iglblastn_Bulk,IGH,1029,1082,1087
Briney_2019_Subject_316188_IgG_Subject-316188_Replicate-10_Isotype-IgG,IGH,119900,458225,458795
Bonsignori_2016_Hiv_infected_week-152_Bulk_HIV_infected_week-152_week_repeat-2_PBMC_iglblastn_igblastn_Bulk,IGH,7194,10464,15660
Gupta_2017_Heavy_IB_volunteer_Bulk_IB_after_4w_SRX2251663_iglblastn_igblastn_Bulk,IGL,63417,308183,398282
Waltari_2018_Light_HIV_PBMCs_Bulk_Heavy_HIV_PBMCs_AD341_igblastn_Bulk,IGL,124532,2513096,3579323
Briney_2019_Subject_D103_unknown_Subject-D103_Replicate-7_Isotype-unknown,IGH,29,32,32
Gupta_2017_Heavy_GMC_volunteer_IGHM_GMC_after_1h_SRX2251675_iglblastn_igblastn_IGHM,IGK,71,83,96
Tipton_2015_SLE_IGHE_SLE_subject_3_iglblastn_IGHE,IGH,558,560,560
Levin_2015_NoSIT_timepoint-365_tissue-PBMC_IGHG_NoSIT_tissue-PBMC_subject-16_timepoint-365_Age-47_SRR5755009_iglblastn_iglblastn_IGHG,IGH,572,696,767
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHD_Heavy_Healthy-celiac-disease_S9_Naive-B-Cells_igblastn_IGHD,IGH,17847,29051,31787
Levin_2015_SIT_timepoint-365_tissue-Biopsy_IGHA_SIT_tissue-Biopsy_subject-8_timepoint-365_Age-24_SRR5755059_iglblastn_iglblastn_IGHA,IGH,579,1019,1998
Vergani_2017_B21_age-66_IGHG_B21_age-66_iglblastn_IGHG,IGH,68,219,354
Waltari_2018_Light_Healthy_PBMCs_Bulk_Heavy_Healthy_PBMCs_BD7_igblastn_Bulk,IGL,32536,594794,654923
Briney_2019_Subject_327059_unknown_Subject-327059_Replicate-18_Isotype-unknown,IGK,1,2,2
Eliyahu_2018_Heavy_HCV_IGA_Bulk_HCV_CI11_IGA_igblastn_Bulk,IGK,3,3,5
Eliyahu_2018_Heavy_HCV_IGM_IGHM_HCV_C10_IGM_igblastn_IGHM,IGH,20193,21908,58963
Eliyahu_2018_Heavy_HCV_IGD_IGHD_HCV_C9_IGD_igblastn_IGHD,IGH,4919,7115,47288
Eliyahu_2018_Heavy_HCV_IGD_IGHD_HCV_SC12_IGD_igblastn_IGHD,IGH,899,5443,55989
Parameswaran_2014_Conv_Bulk_517_Conv_iglblastn_Bulk,IGH,3248,3641,3731
Vander_Heiden_2017_Heavy_MK02_Bulk_MK02_Naive_Bcells_age28_MuSK_disease-8years_stageIIIb_treatment-prednisone_iglblastn_igblastn_Bulk,IGL,6915,58374,98966
Briney_2019_Subject_326780_IgA_Subject-326780_Replicate-15_Isotype-IgA,IGH,282,306,307
Galson_2016_Visit-1_Subject-2954_Total-B-cells_Subject-2954_Visit-1_age-20_Total-B-cells_iglblastn,IGH,77255,196461,233654
Stern_2014_M4_IGHM_M4_CLN_80y_ILLUMINA_iglblastn_igblastn_IGHM,IGH,15148,88140,89284
Briney_2019_Subject_326907_unknown_Subject-326907_Replicate-9_Isotype-unknown,IGK,14,14,14
Gupta_2017_Heavy_IB_volunteer_IGHE_IB_before_1h_SRX2251662_iglblastn_igblastn_IGHE,IGL,279,453,529
Briney_2019_Subject_316188_IgE_Subject-316188_Replicate-5_Isotype-IgE,IGH,664,783,783
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S65_Naive-B-Cells_igblastn_Bulk,IGH,305,430,485
Briney_2019_Subject_327059_IgA_Subject-327059_Replicate-1_Isotype-IgA,IGH,586,608,608
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S92_Naive-B-Cells_igblastn_Bulk,IGH,160,347,498
Parameswaran_2014_Conv_Bulk_301_Conv_iglblastn_Bulk,IGH,5481,6758,7003
Thornqvist_2018_Donor-6_PBMC_IGHE_Donor_6_peripheral_blood_sample_2_igblastn_IGHE,IGH,106,453,454
Briney_2019_Subject_326713_IgD_Subject-326713_Replicate-17_Isotype-IgD,IGH,185,193,193
Briney_2019_Subject_327059_IgM_Subject-327059_Replicate-16_Isotype-IgM,IGH,133607,438896,439154
Gupta_2017_Heavy_Fv_volunteer_IGHG_FV_after_4w_SRX2251680_iglblastn_igblastn_IGHG,IGL,624,1496,1807
Levin_2017_Bone_marrow_Donor6_Bulk_Donor6_BM_1_iglblastn_Bulk,IGK,1,1,1
Wu_2014_Allergic-rhinitis-out-of-season_Bulk_Patient_310_Allergic-rhinitis-out-of-season_age-33_iglblastn_Bulk,IGH,160,172,175
Briney_2019_Subject_327059_IgM_Subject-327059_Replicate-9_Isotype-IgM,IGH,355948,1043352,1044412
Briney_2019_Subject_326907_IgG_Subject-326907_Replicate-2_Isotype-IgG,IGH,746,844,844
Gupta_2017_Heavy_Fv_volunteer_IGHG_FV_after_3w_SRX2251679_iglblastn_igblastn_IGHG,IGK,65,66,66
Levin_2015_NoSIT_timepoint-365_tissue-PBMC_IGHG_NoSIT_tissue-PBMC_subject-13_timepoint-365_Age-38_SRR5755027_iglblastn_iglblastn_IGHG,IGH,891,1164,1319
